Name,Symbol
National Instruments Corporation Common Stock,NATI
Nature's Sunshine Products Inc. Common Stock,NATR
Navistar International Corporation Common Stock,NAV
Navistar International Corporation,NAV.PRD
Navidea Biopharmaceuticals Inc. Common Stock,NAVB
Navient Corporation Common Stock,NAVI
Nuveen Arizona Quality Municipal Income Fund Common Stock,NAZ
New Beginnings Acquisition Corp. Common Stock,NBA
New Beginnings Acquisition Corp. Units each consisting of one share of common stock and one redeemable warrant,NBA.U
New Beginnings Acquisition Corp. Redeemable Warrants each warrant exercisable for one share of Common Stock at an exercise price of $11.50,NBA.WS
Newborn Acquisition Corp. Ordinary Shares,NBAC
Newborn Acquisition Corp. Right,NBACR
Newborn Acquisition Corp. Unit,NBACU
Newborn Acquisition Corp. Warrant,NBACW
Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NBB
NewAge Inc. Common Stock,NBEV
Neuberger Berman Municipal Fund Inc. Common Stock,NBH
National Bank Holdings Corporation Common Stock,NBHC
Neurocrine Biosciences Inc. Common Stock,NBIX
Noble Midstream Partners LP Common Units Representing Limited Partner Interests,NBLX
Northeast Bank Common Stock,NBN
Neuberger Berman New York Municipal Fund Inc. Common Stock,NBO
Nabors Industries Ltd.,NBR
Nabors Industries Ltd.,NBR.PRA
Nabriva Therapeutics plc Ordinary Shares Ireland,NBRV
NeuBase Therapeutics Inc.  Common Stock,NBSE
NBT Bancorp Inc. Common Stock,NBTB
Nanobiotix S.A.,NBTX
Neuberger Berman California Municipal Fund Inc Common Stock,NBW
NovaBay Pharmaceuticals Inc. Common Stock,NBY
NACCO Industries Inc. Common Stock,NC
Nuveen California Municipal Value Fund Inc. Common Stock,NCA
Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest,NCB
Nicolet Bankshares Inc. Common Stock,NCBS
Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NCLH
National CineMedia Inc. Common Stock,NCMI
NuCana plc American Depositary Share,NCNA
nCino Inc. Common Stock,NCNO
NCR Corporation Common Stock,NCR
NCS Multistage Holdings Inc. Common Stock,NCSM
The9 Limited American Depository Shares,NCTY
AllianzGI Convertible & Income Fund,NCV
AllianzGI Convertible & Income Fund,NCV.PRA
AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,NCZ
AllianzGI Convertible & Income Fund II,NCZ.PRA
Nasdaq Inc. Common Stock,NDAQ
Noodles & Company Class A Common Stock,NDLS
Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NDMO
Tortoise Energy Independence Fund Inc. Common Stock,NDP
ENDRA Life Sciences Inc. Common Stock,NDRA
ENDRA Life Sciences Inc. Warrants,NDRAW
Nordson Corporation Common Stock,NDSN
Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA
Nebula Caravel Acquisition Corp. Unit,NEBCU
NextEra Energy Inc. Common Stock,NEE
NextEra Energy Inc.,NEE.PRK
NextEra Energy Inc.,NEE.PRN
NextEra Energy Inc.,NEE.PRO
NextEra Energy Inc.,NEE.PRP
NextEra Energy Inc.,NEE.PRQ
Newmont Corporation,NEM
New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NEN
NeoGenomics Inc. Common Stock,NEO
Neogen Corporation Common Stock,NEOG
Neonode Inc. Common Stock,NEON
Neos Therapeutics Inc. Common Stock,NEOS
NextEra Energy Partners LP Common Units representing limited partner interests,NEP
Nephros Inc. Common Stock,NEPH
Neptune Wellness Solutions Inc. Ordinary Shares,NEPT
Minerva Neurosciences Inc Common Stock,NERV
Nuverra Environmental Solutions Inc. Common Stock,NES
National Energy Services Reunited Corp. Ordinary Shares,NESR
National Energy Services Reunited Corp. Warrant,NESRW
Cloudflare Inc. Class A Common Stock,NET
Net Element Inc. Common Stock,NETE
NewMarket Corp Common Stock,NEU
Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,NEV
Puxin Limited American Depositary Shares each representing two Ordinary Shares,NEW
Newater Technology Inc. Ordinary Shares,NEWA
New Relic Inc. Common Stock,NEWR
Newtek Business Services Corp. Common Stock (Maryland),NEWT
Newtek Business Services Corp. 6.25% Notes Due 2023,NEWTI
Newtek Business Services Corp. 5.75% Notes due 2024,NEWTL
NexTier Oilfield Solutions Inc. Common Stock,NEX
Nexa Resources S.A. Common Shares,NEXA
NextDecade Corporation Common Stock,NEXT
Northfield Bancorp Inc. Common Stock (Delaware),NFBK
New Fortress Energy Inc. Class A Common Stock,NFE
National Fuel Gas Company Common Stock,NFG
New Frontier Health Corporation Ordinary Shares,NFH
New Frontier Health Corporation Warrants,NFH.WS
AllianzGI Dividend Interest & Premium Strategy Fund,NFJ
Netflix Inc. Common Stock,NFLX
Novagold Resources Inc.,NG
Northern Genesis Acquisition Corp. Common Stock,NGA
Northern Genesis Acquisition Corp. Units each consisting of one share of common stock and one-half of one redeemable warrant,NGA.U
Northern Genesis Acquisition Corp. Redeemable Warrants each warrant exercisable for shares of common stock at an exercise price of $11.50 per share,NGA.WS
NextGen Acquisition Corporation Class A Ordinary Shares,NGAC
NextGen Acquisition Corporation Units,NGACU
NextGen Acquisition Corporation Warrants,NGACW
New Gold Inc.,NGD
National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,NGG
National General Holdings Corp Common Stock,NGHC
National General Holdings Corp Depositary Shares,NGHCN
National General Holdings Corp Depositary Shares,NGHCO
National General Holdings Corp Preferred Stock Series A,NGHCP
National General Holdings Corp 7.625% Subordinated Notes due 2055,NGHCZ
NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,NGL
NGL ENERGY PARTNERS LP,NGL.PRB
NGL ENERGY PARTNERS LP,NGL.PRC
Targa Resources Partners LP,NGLS.PRA
NGM Biopharmaceuticals Inc. Common Stock,NGM
NeoGames S.A. Ordinary Shares,NGMS
Natural Gas Services Group Inc. Common Stock,NGS
Natural Grocers by Vitamin Cottage Inc. Common Stock,NGVC
Ingevity Corporation Common Stock ,NGVT
NantHealth Inc. Common Stock,NH
Nuveen Municipal 2021 Target Term Fund Fund,NHA
National HealthCare Corporation Common Stock,NHC
NexPoint Strategic Opportunities Fund,NHF
National Health Investors Inc. Common Stock,NHI
NewHold Investment Corp. Class A Common Stock,NHIC
NewHold Investment Corp. Unit,NHICU
NewHold Investment Corp. Warrant,NHICW
National Holdings Corporation Common Stock,NHLD
National Holdings Corporation Warrants,NHLDW
Neuberger Berman High Yield Strategies Fund,NHS
Natural Health Trends Corp. Common Stock,NHTC
NiSource Inc Common Stock,NI
NiSource Inc,NI.PRB
NICE Ltd American Depositary Shares,NICE
Nicholas Financial Inc. Common Stock,NICK
Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,NID
AllianzGI Equity & Convertible Income Fund,NIE
Nuveen Select Maturities Municipal Fund Common Stock,NIM
Nine Energy Service Inc. Common Stock,NINE
NIO Inc. American depositary shares each  representing one Class A ordinary share,NIO
Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,NIQ
NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,NISN
Niu Technologies American Depositary Shares,NIU
NewJersey Resources Corporation Common Stock,NJR
Innovator Nasdaq-100 Power Buffer ETF - July,NJUL
Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest,NJV
NantKwest Inc. Common Stock,NK
Nike Inc. Common Stock,NKE
Nuveen Georgia Quality Municipal Income Fund ,NKG
Nikola Corporation Common Stock,NKLA
National Bankshares Inc. Common Stock,NKSH
Nektar Therapeutics  Common Stock,NKTR
Nkarta Inc. Common Stock,NKTX
Nuveen California AMT-Free Quality Municipal Income Fund,NKX
NL Industries Inc. Common Stock,NL
NortonLifeLock Inc. Common Stock,NLOK
Nautilus Inc. Common Stock,NLS
Nielsen N.V. Ordinary Shares,NLSN
NLS Pharmaceutics Ltd. Ordinary Shares,NLSP
NLS Pharmaceutics Ltd. Warrant,NLSPW
Neoleukin Therapeutics Inc. Common Stock,NLTX
Annaly Capital Management Inc Common Stock,NLY
Annaly Capital Management Inc,NLY.PRD
Annaly Capital Management Inc,NLY.PRF
Annaly Capital Management Inc,NLY.PRG
Annaly Capital Management Inc,NLY.PRI
Navios Maritime Holdings Inc. Common Stock,NM
Navios Maritime Holdings Inc.,NM.PRG
Navios Maritime Holdings Inc.,NM.PRH
Navios Maritime Containers L.P. Common Units,NMCI
Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO
New Mountain Finance Corporation Common Stock,NMFC
New Mountain Finance Corporation 5.75% Notes due 2023,NMFCL
Nuveen Municipal Income Fund Inc. Common Stock,NMI
NMI Holdings Inc. Class A Common Stock,NMIH
Niagara Mohawk Holdings Inc.,NMK.PRB
Niagara Mohawk Holdings Inc.,NMK.PRC
Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,NML
Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NMM
North Mountain Merger Corp. Class A Common Stock,NMMC
North Mountain Merger Corp. Unit,NMMCU
North Mountain Merger Corp. Warrant,NMMCW
Nomura Holdings Inc ADR American Depositary Shares,NMR
Nemaura Medical Inc. Common Stock,NMRD
Newmark Group Inc. Class A Common Stock,NMRK
Nuveen Minnesota Quality Municipal Income Fund ,NMS
Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT
9 Meters Biopharma Inc. Common Stock,NMTR
Nuveen Maryland Quality Municipal Income Fund Common Stock,NMY
Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,NMZ
Navios Maritime Acquisition Corporation Common stock,NNA
NN Inc. Common Stock,NNBR
Nano Dimension Ltd. American Depositary Shares,NNDM
Nelnet Inc. Common Stock,NNI
National Retail Properties Common Stock,NNN
National Retail Properties,NNN.PRF
NANO-X IMAGING LTD Ordinary Shares,NNOX
NanoViricides Inc. Common Stock,NNVC
Nuveen New York Municipal Value Fund Inc. Common Stock,NNY
North American Construction Group Ltd. Common Shares (no par),NOA
Natural Order Acquisition Corp. Unit,NOACU
Noah Holdings Limited,NOAH
Northrop Grumman Corporation Common Stock,NOC
NI Holdings Inc. Common Stock,NODK
Northern Oil and Gas Inc. Common Stock,NOG
Nokia Corporation Sponsored American Depositary Shares,NOK
Nuveen Missouri Quality Municipal Income Fund ,NOM
Nomad Foods Limited Ordinary Shares,NOMD
National Oilwell Varco Inc. Common Stock,NOV
Sunnova Energy International Inc. Common Stock,NOVA
Novan Inc. Common Stock,NOVN
Novus Capital Corporation Common Stock,NOVS
Novus Capital Corporation Units,NOVSU
Novus Capital Corporation Warrants,NOVSW
Novanta Inc. Common Stock,NOVT
ServiceNow Inc. Common Stock,NOW
Neenah Inc. Common Stock,NP
New Providence Acquisition Corp. Class A Common Stock,NPA
New Providence Acquisition Corp. Unit,NPAUU
New Providence Acquisition Corp. Warrant,NPAWW
National Presto Industries Inc. Common Stock,NPK
Nuveen Pennsylvania Municipal Value Fund Common Shares of Beneficial Interest,NPN
EnPro Industries Inc,NPO
NeoPhotonics Corporation Common Stock,NPTN
Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV
Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,NQP
Newpark Resources Inc. Common Stock,NR
NeuroBo Pharmaceuticals Inc. Common Stock,NRBO
National Research Corporation Common Stock,NRC
NexPoint Real Estate Finance Inc. Common Stock,NREF
NexPoint Real Estate Finance Inc.,NREF.PRA
NRG Energy Inc. Common Stock,NRG
PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,NRGX
Northrim BanCorp Inc Common Stock,NRIM
Nurix Therapeutics Inc. Common stock,NRIX
Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK
Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,NRO
Natural Resource Partners LP Limited Partnership,NRP
North European Oil Royality Trust Common Stock,NRT
National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),NRUC
New Residential Investment Corp. Common Stock,NRZ
New Residential Investment Corp.,NRZ.PRA
New Residential Investment Corp.,NRZ.PRB
New Residential Investment Corp.,NRZ.PRC
Nustar Energy L.P.  Common Units,NS
Nustar Energy L.P.,NS.PRA
Nustar Energy L.P.,NS.PRB
Nustar Energy L.P.,NS.PRC
National Storage Affiliates Trust Common Shares of Beneficial Interest,NSA
National Storage Affiliates Trust,NSA.PRA
Norfolk Southern Corporation Common Stock,NSC
Nesco Holdings Inc. Common Stock,NSCO
Nesco Holdings Inc Redeemable Warrants exercisable for Class A Ordinary Shares at an exercise price of $11.50 per share,NSCO.WS
National Security Group Inc. Common Stock,NSEC
NavSight Holdings Inc. Class A Common Stock,NSH
NavSight Holdings Inc. Units each consisting of one share of Class A Common Stock and one-half of one Warrant,NSH.U
NavSight Holdings Inc. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per whole share,NSH.WS
Insight Enterprises Inc. Common Stock,NSIT
Nuveen Senior Income Fund Common Stock,NSL
Insperity Inc. Common Stock,NSP
InspireMD Inc. Common Stock,NSPR
InspireMD Inc. Warrants,NSPR.WS
InspireMD Inc. Series B Warrants (Expiring March 14 2022),NSPR.WS.B
NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,NSS
NAPCO Security Technologies Inc. Common Stock,NSSC
NanoString Technologies Inc. Common Stock,NSTG
Nortech Systems Incorporated Common Stock,NSYS
NetApp Inc. Common Stock,NTAP
Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,NTB
Natura &Co Holding S.A. American Depositary Shares ,NTCO
NetScout Systems Inc. Common Stock,NTCT
Intec Pharma Ltd. Ordinary Shares,NTEC
NetEase Inc. American Depositary Shares,NTES
Tortoise Midstream Energy Fund Inc. Common Stock,NTG
NETGEAR Inc. Common Stock,NTGR
Northern Technologies International Corporation Common Stock,NTIC
Network-1 Technologies Inc. Common Stock,NTIP
Intellia Therapeutics Inc. Common Stock,NTLA
NTN Buzztime Inc. Common Stock,NTN
Nutanix Inc. Class A Common Stock,NTNX
Nam Tai Property Inc. Common Stock,NTP
Nutrien Ltd. Common Shares,NTR
Natera Inc. Common Stock,NTRA
Northern Trust Corporation Common Stock,NTRS
Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,NTRSO
NetSTREIT Corp. Common Stock,NTST
Natus Medical Incorporated Common Stock,NTUS
NetSol Technologies Inc. Common  Stock,NTWK
Natuzzi S.p.A.,NTZ
Nuance Communications Inc. Common Stock,NUAN
Nucor Corporation Common Stock,NUE
Nuveen Michigan Quality Municipal Income Fund Common Stock,NUM
Nuveen Ohio Quality Municipal Income Fund Common Stock,NUO
NeuroMetrix Inc. Common Stock,NURO
Nu Skin Enterprises Inc. Common Stock,NUS
Nuveen Municipal Value Fund Inc. Common Stock,NUV
NuVasive Inc. Common Stock,NUVA
Nuveen AMT-Free Municipal Value Fund,NUW
NuZee Inc. Common Stock,NUZE
Novavax Inc. Common Stock,NVAX
Neovasc Inc. Common Shares,NVCN
NovoCure Limited Ordinary Shares,NVCR
NVIDIA Corporation Common Stock,NVDA
NVE Corporation Common Stock,NVEC
NV5 Global Inc. Common Stock,NVEE
Nova Lifestyle Inc. Common Stock,NVFY
Nuveen AMT-Free Municipal Credit Income Fund ,NVG
Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),NVGS
InVivo Therapeutics Holdings Corp Common Stock,NVIV
Nova Measuring Instruments Ltd. Ordinary Shares,NVMI
TrueShares Structured Outcome (November) ETF,NVMZ
Novo Nordisk A/S Common Stock,NVO
NVR Inc. Common Stock,NVR
Nevro Corp. Common Stock,NVRO
Novartis AG Common Stock,NVS
Envista Holdings Corporation Common Stock,NVST
nVent Electric plc Ordinary Shares ,NVT
Invitae Corporation Common Stock,NVTA
Novus Therapeutics Inc. Common Stock,NVUS
Northwest Bancshares Inc. Common Stock,NWBI
NorthWestern Corporation Common Stock,NWE
Norwood Financial Corp. Common Stock,NWFL
NatWest Group plc American Depositary Shares,NWG
New Home Company Inc. (The) Common Stock,NWHM
Newell Brands Inc. Common Stock,NWL
National Western Life Group Inc. Class A Common Stock,NWLI
Northwest Natural Holding Company Common Stock,NWN
Northwest Pipe Company Common Stock,NWPX
News Corporation Class B Common Stock,NWS
News Corporation Class A Common Stock,NWSA
Quanex Building Products Corporation Common Stock,NX
Nuveen California Select Tax-Free Income Portfolio Common Stock,NXC
Nexgen Energy Ltd. Common Shares,NXE
NextGen Healthcare Inc. Common Stock,NXGN
Nuveen New Jersey Qualified Municipal Fund ,NXJ
Nexeon Medsystems Inc.,NXMD
Nexeon Medsystems Inc.,NXMDW
Nuveen New York Select Tax-Free Income Portfolio Common Stock,NXN
Nuveen Select Tax Free Income Portfolio Common Stock,NXP
NXP Semiconductors N.V. Common Stock,NXPI
Nuveen Select Tax Free Income Portfolio II Common Stock,NXQ
Nuveen Select Tax Free Income Portfolio III Common Stock,NXR
NexPoint Residential Trust Inc. Common Stock,NXRT
Nexstar Media Group Inc. Class A Common Stock,NXST
NextCure Inc. Common Stock,NXTC
Nxt-ID Inc. Common Stock,NXTD
New York City REIT Inc. Class A Common Stock,NYC
New York Community Bancorp Inc. Common Stock,NYCB
New York Community Bancorp Inc.,NYCB.PRA
New York Community Bancorp Inc.,NYCB.PRU
New York Mortgage Trust Inc. Common Stock,NYMT
New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYMTM
New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYMTN
